tweet_id,favourite_count,retweet_count
801127390143516673,0,4598
801115127852503040,8972,2417
800859414831898624,774,113
800855607700029440,0,1884
800751577355128832,11655,3203
800513324630806528,14632,3476
800459316964663297,10499,2480
800443802682937345,0,5024
800388270626521089,12409,3250
800188575492947969,0,4555
800141422401830912,17023,2968
800018252395122689,31655,15274
799774291445383169,0,5448
799757965289017345,9352,2497
799422933579902976,8938,2207
799308762079035393,0,6425
799297110730567681,11024,3214
799063482566066176,9024,2852
798933969379225600,14669,5177
798925684722855936,8223,1657
798705661114773508,0,7685
798701998996647937,0,9060
798697898615730177,0,7555
798694562394996736,0,5779
798686750113755136,0,2690
798682547630837760,0,5486
798673117451325440,0,6454
798665375516884993,0,4494
798644042770751489,0,2142
798628517273620480,0,2265
798585098161549313,0,6589
798576900688019456,0,6835
798340744599797760,0,3901
798209839306514432,11508,2947
797971864723324932,12975,3636
797545162159308800,16135,5622
797236660651966464,22250,7693
797165961484890113,255,32
796904159865868288,0,10356
796865951799083009,8528,2188
796759840936919040,13222,3549
796563435802726400,0,8471
796484825502875648,8444,2035
796387464403357696,12278,4830
796177847564038144,0,16559
796149749086875649,36048,16559
796125600683540480,5486,2071
796116448414461957,10109,2796
796080075804475393,9426,2690
796031486298386433,12020,4271
795464331001561088,55479,27586
795400264262053889,11229,3310
795076730285391872,18062,6262
794983741416415232,0,3924
794926597468000259,11454,2684
794355576146903043,0,11969
794332329137291264,10648,3076
794205286408003585,10273,3874
793962221541933056,18820,5679
793845145112371200,10247,2177
793614319594401792,0,3646
793601777308463104,8881,1901
793500921481273345,11908,2772
793286476301799424,27474,10673
793271401113350145,9649,2751
793256262322548741,22263,9661
793241302385262592,11741,3790
793226087023144960,10961,3322
793210959003287553,9957,3282
793195938047070209,17001,6504
793180763617361921,7710,2306
793165685325201412,10436,3227
793150605191548928,6886,1982
793135492858580992,7182,2884
793120401413079041,14138,4533
792913359805018113,16001,4693
792883833364439040,12612,4950
792773781206999040,8170,1958
792394556390137856,15071,4976
792050063153438720,7992,2080
791821351946420224,0,24370
791784077045166082,0,11208
791780927877898241,0,4411
791774931465953280,37678,21061
791672322847637504,13086,3646
791406955684368384,14627,4774
791312159183634433,9801,2947
791026214425268224,0,4818
790987426131050500,11041,2468
790946055508652032,18527,5468
790723298204217344,0,2686
790698755171364864,9118,2191
790581949425475584,22397,8143
790337589677002753,8696,2160
790277117346975746,14015,3717
790227638568808452,0,4171
789986466051088384,10311,2686
789960241177853952,0,4816
789903600034189313,11614,4833
789628658055020548,8410,2072
789599242079838210,7579,2267
789530877013393408,13117,3924
789314372632018944,9574,2655
789280767834746880,0,5720
789268448748703744,10147,2996
789137962068021249,10824,3232
788908386943430656,30520,14347
788765914992902144,30604,11969
788552643979468800,0,8365
788412144018661376,15998,5964
788178268662984705,8060,2477
788150585577050112,6837,1502
788070120937619456,0,3933
788039637453406209,6838,1529
787810552592695296,9678,3523
787717603741622272,11370,3226
787397959788929025,12064,3281
787322443945877504,8687,2024
787111942498508800,0,7746
786963064373534720,29595,9272
786729988674449408,0,2809
786709082849828864,20221,7033
786664955043049472,11908,2981
786595970293370880,10460,3575
786363235746385920,12129,4054
786286427768250368,8892,3328
786233965241827333,17100,5529
786051337297522688,1607,178
786036967502913536,0,8148
785927819176054784,12636,3627
785872687017132033,7452,2112
785639753186217984,8680,2545
785533386513321988,10146,2318
785515384317313025,6782,1466
785264754247995392,8095,1897
785170936622350336,13438,5608
784826020293709826,11268,3698
784517518371221505,10005,2945
784431430411685888,6308,1479
784183165795655680,22401,9320
784057939640352768,33358,12874
783839966405230592,33544,12544
783821107061198850,8176,2259
783695101801398276,11595,3706
783466772167098368,9426,2586
783391753726550016,18821,6393
783347506784731136,0,6495
783334639985389568,32504,13512
783085703974514689,9069,2541
782969140009107456,26849,8471
782747134529531904,8276,1593
782722598790725632,19173,6201
782598640137187329,8664,2177
782305867769217024,18547,6424
782021823840026624,0,7196
781955203444699136,12317,3885
781661882474196992,11586,3107
781655249211752448,4445,1305
781524693396357120,23074,6383
781308096455073793,7932,2933
781251288990355457,9403,2430
781163403222056960,10852,3149
780931614150983680,24088,8471
780858289093574656,8007,2311
780800785462489090,6114,1493
780601303617732608,13464,3810
780543529827336192,7001,2008
780496263422808064,0,4293
780476555013349377,0,136
780459368902959104,5868,1221
780192070812196864,9671,2571
780092040432480260,0,2644
780074436359819264,13667,5756
779834332596887552,21161,8148
779377524342161408,9791,3584
779124354206535695,0,21187
779123168116150273,13146,4189
779056095788752897,16444,5202
778990705243029504,22262,8371
778774459159379968,0,11474
778764940568104960,952,422
778748913645780993,7681,1549
778650543019483137,6415,1714
778624900596654080,5166,1165
778408200802557953,15089,4988
778396591732486144,0,14089
778383385161035776,6502,1264
778286810187399168,11529,3804
778039087836069888,9386,3040
778027034220126208,7292,1867
777953400541634568,0,4053
777885040357281792,7054,1882
777684233540206592,12468,3390
777641927919427584,0,4915
777621514455814149,9706,2884
777189768882946048,15858,4965
776819012571455488,0,15743
776813020089548800,5420,1393
776477788987613185,9823,3223
776249906839351296,0,10590
776218204058357768,33209,18343
776201521193218049,10635,2890
776113305656188928,13050,5024
776088319444877312,2037,177
775898661951791106,0,17522
775842724423557120,12980,3083
775733305207554048,15351,4598
775729183532220416,14298,5262
775364825476165632,8265,3445
775350846108426240,11261,4496
775085132600442880,17218,5448
774757898236878852,9429,2023
774639387460112384,7461,2000
774314403806253056,24093,6425
773985732834758656,11869,4449
773922284943896577,7078,1980
773704687002451968,7287,1873
773670353721753600,5910,1489
773547596996571136,24461,7085
773336787167145985,0,5860
773308824254029826,25743,8595
773247561583001600,10368,3672
773191612633579521,11079,4713
772877495989305348,9525,4462
772826264096874500,8820,2654
772615324260794368,0,3881
772581559778025472,7167,1954
772193107915964416,6642,1596
772152991789019136,4168,1292
772117678702071809,4153,844
772114945936949249,2994,544
772102971039580160,4438,1060
771908950375665664,7266,2158
771770456517009408,13308,3901
771500966810099713,9146,2992
771380798096281600,11692,5860
771171053431250945,0,8653
771136648247640064,10184,3337
771102124360998913,6875,1648
771014301343748096,6998,1768
771004394259247104,0,252
770787852854652928,5478,1407
770772759874076672,5734,1611
770743923962707968,0,52101
770655142660169732,8092,1999
770414278348247044,6962,2369
770293558247038976,6899,1703
770093767776997377,0,3492
770069151037685760,8353,2633
769940425801170949,34822,11050
769695466921623552,7073,1911
769335591808995329,0,8780
769212283578875904,5963,1954
768970937022709760,15958,7503
768909767477751808,0,3103
768855141948723200,4645,1028
768609597686943744,4562,1378
768596291618299904,5565,1464
768554158521745409,0,6673
768473857036525572,15048,3932
768193404517830656,12104,4053
767884188863397888,5284,1618
767754930266464257,17733,6178
767500508068192258,8253,2671
767191397493538821,13576,4372
767122157629476866,11180,3246
766864461642756096,0,6481
766793450729734144,5626,1556
766714921925144576,2862,435
766693177336135680,4467,912
766423258543644672,6651,1810
766313316352462849,7467,2156
766078092750233600,0,2955
766069199026450432,4735,997
766008592277377025,4120,568
765719909049503744,7990,2461
765669560888528897,5724,1402
765395769549590528,20472,3114
765371061932261376,7813,2461
765222098633691136,12843,3881
764857477905154048,7072,2016
764259802650378240,6688,1735
763956972077010945,806,61
763837565564780549,13984,4818
763183847194451968,5981,1690
763167063695355904,0,3471
763103485927849985,8120,2587
762699858130116608,13468,4171
762471784394268675,12526,7546
762464539388485633,11451,4816
762316489655476224,5336,1288
762035686371364864,35270,17815
761976711479193600,5962,2297
761750502866649088,0,4511
761745352076779520,4692,975
761672994376806400,54793,33230
761599872357261312,4559,1330
761371037149827077,0,20400
761334018830917632,5761,1658
761292947749015552,4937,1256
761227390836215808,5891,1766
761004547850530816,12422,3933
760893934457552897,4212,1101
760656994973933572,7308,2198
760641137271070720,5455,1477
760539183865880579,8354,4148
760521673607086080,4665,1598
760290219849637889,29503,13070
760252756032651264,4326,989
760190180481531904,6303,2067
760153949710192640,0,38
759943073749200896,6558,2369
759923798737051648,16212,6481
759846353224826880,7399,2256
759793422261743616,6585,2164
759566828574212096,0,24183
759557299618865152,5185,1337
759447681597108224,9382,2809
759446261539934208,1841,557
759197388317847553,6697,2208
759159934323924993,0,1348
759099523532779520,16047,4790
759047813560868866,7201,2291
758854675097526272,3892,1022
758828659922702336,12323,4351
758740312047005698,6317,1819
758474966123810816,4205,1125
758467244762497024,5297,2516
758405701903519748,5729,2192
758355060040593408,3782,1239
758099635764359168,21213,11474
758041019896193024,2987,431
757741869644341248,7579,3692
757729163776290825,0,9247
757725642876129280,4994,1384
757611664640446465,5007,1265
757597904299253760,0,331
757596066325864448,4788,1206
757400162377592832,16667,7717
757393109802180609,6434,1996
757354760399941633,4973,1624
756998049151549440,6898,2260
756939218950160384,7306,2283
756651752796094464,5588,1503
756526248105566208,11463,4141
756303284449767430,4345,1224
756288534030475264,28385,14970
756275833623502848,7090,1733
755955933503782912,8064,3274
755206590534418437,18131,6120
755110668769038337,23353,12554
754874841593970688,0,9140
754856583969079297,7578,2856
754747087846248448,2841,589
754482103782404096,5826,2209
754449512966619136,4132,840
754120377874386944,8628,2655
754011816964026368,9683,4064
753655901052166144,6424,2482
753420520834629632,8690,4049
753398408988139520,6357,2174
753375668877008896,8365,2644
753298634498793472,0,6576
753294487569522689,3740,1183
753039830821511168,40913,23870
753026973505581056,4259,1103
752932432744185856,13903,7746
752917284578922496,7551,1781
752701944171524096,0,3273
752682090207055872,6621,1829
752660715232722944,4860,1784
752568224206688256,6110,2588
752519690950500352,8116,3895
752334515931054080,4213,1258
752309394570878976,0,18880
752173152931807232,6548,2097
751950017322246144,3397,1049
751937170840121344,5746,1516
751830394383790080,6394,2213
751793661361422336,6448,3299
751598357617971201,8665,3419
751583847268179968,4837,1260
751538714308972544,5526,1437
751456908746354688,3501,1120
751251247299190784,13727,6657
751205363882532864,6920,2074
751132876104687617,5595,1475
750868782890057730,5287,1585
750719632563142656,14563,5720
750506206503038976,4909,1309
750429297815552001,14506,4915
750383411068534784,4984,1300
750381685133418496,753,37
750147208377409536,3399,1091
750132105863102464,3977,1430
750117059602808832,4725,1458
750101899009982464,3336,953
750086836815486976,2375,612
750071704093859840,8618,3782
750056684286914561,3429,1006
750041628174217216,3484,701
750026558547456000,2973,884
750011400160841729,3553,1030
749996283729883136,3319,913
749981277374128128,5594,2769
749774190421639168,5092,1489
749417653287129088,6688,1891
749403093750648834,2878,617
749395845976588288,9457,3927
749317047558017024,6038,2496
749075273010798592,6332,2349
749064354620928000,5259,1708
749036806121881602,3411,893
748977405889503236,11187,3746
748932637671223296,6425,2555
748705597323898880,3028,1059
748699167502000129,5190,1810
748692773788876800,4635,1496
748575535303884801,6663,2258
748568946752774144,2399,771
748346686624440324,5709,1404
748337862848962560,8415,4673
748324050481647620,4059,865
748307329658011649,4009,805
748220828303695873,15471,8775
747963614829678593,6360,2433
747933425676525569,7266,2881
747885874273214464,3226,1112
747844099428986880,3070,846
747816857231626240,5316,1309
747651430853525504,1510,177
747648653817413632,14119,6577
747600769478692864,2536,615
747594051852075008,4043,1199
747512671126323200,6085,1796
747461612269887489,4238,1165
747439450712596480,5942,2175
747242308580548608,0,3244
747219827526344708,5766,1779
747204161125646336,3706,1033
747103485104099331,10495,4527
746906459439529985,3158,334
746872823977771008,6556,2418
746818907684614144,5785,1933
746790600704425984,5322,1800
746757706116112384,10466,4411
746726898085036033,6622,2028
746542875601690625,5497,2095
746521445350707200,0,1103
746507379341139972,5074,1222
746369468511756288,6611,1846
746131877086527488,7539,2493
746056683365994496,3884,927
745789745784041472,4413,1201
745712589599014916,7620,2626
745433870967832576,7780,2874
745422732645535745,9367,2754
745314880350101504,7830,3113
745074613265149952,8566,3957
745057283344719872,7909,2568
744995568523612160,3265,707
744971049620602880,8608,3027
744709971296780288,6127,1757
744334592493166593,7407,2404
744234799360020481,130533,79116
744223424764059648,1857,423
743980027717509120,4530,1227
743895849529389061,3974,1079
743835915802583040,0,2372
743609206067040256,4889,1554
743595368194129920,20183,7411
743545585370791937,3851,1060
743510151680958465,8626,4165
743253157753532416,4600,1359
743222593470234624,6764,2151
743210557239623680,4186,1545
742534281772302336,7704,3989
742528092657332225,4858,2234
742465774154047488,7886,4363
742423170473463808,10771,4293
742385895052087300,7432,2251
742161199639494656,4726,1537
742150209887731712,5624,1771
741793263812808706,4959,1691
741743634094141440,8905,3121
741438259667034112,4005,935
741303864243200000,9600,3631
741099773336379392,10947,6218
741067306818797568,10295,3492
740995100998766593,6984,3131
740711788199743490,3724,1058
740699697422163968,3088,884
740676976021798912,19797,7685
740373189193256964,37704,15029
740365076218183684,2715,488
740359016048689152,3600,959
740214038584557568,7300,2211
739979191639244800,21815,6673
739932936087216128,4426,1211
739844404073074688,4128,958
739623569819336705,4163,1541
739606147276148736,5878,1867
739544079319588864,43517,24183
739485634323156992,7850,3295
739238157791694849,74885,52101
738891149612572673,115,6
738885046782832640,4114,1273
738883359779196928,3652,914
738537504001953792,5555,1751
738402415918125056,3586,949
738184450748633089,4704,1355
738166403467907072,9587,3818
738156290900254721,2760,743
737826014890496000,5735,2001
737800304142471168,10902,3887
737678689543020544,5505,1506
737445876994609152,11252,5024
737322739594330112,3939,902
737310737551491075,15990,8296
736736130620620800,4715,1958
736392552031657984,19376,8365
736365877722001409,4353,1401
